DMS ID,EVCouplings Spearman,Bitscore,Database,len_seq,Virus,assay,log_neff90,Num_Seq,Prop_90,Len_Seq,Neff90
CVB3_2A_Alvarez,0.2603324639053843,0.1,uniref100,150,Coxsackievirus B3,fitness,0.0426022822560954,526419,0.0021484786833301,150,596.0605992045296
CVB3_2A_Alvarez,0.2773651535705477,0.05,uniref100,150,Coxsackievirus B3,fitness,0.0426639015235289,552611,0.0020520764154169,150,601.5954614827742
CVB3_2A_Alvarez,0.2555043280722221,0.04,uniref100,150,Coxsackievirus B3,fitness,0.0426121384012255,565074,0.0019572657740402,150,596.9424799055282
CVB3_2A_Alvarez,0.3736461264155407,0.5,uniref90,150,Coxsackievirus B3,fitness,0.0330924790839649,740,0.2405405405405405,150,143.14696969696968
CVB3_2A_Alvarez,0.3704293496682843,0.3,uniref90,150,Coxsackievirus B3,fitness,0.0330924790839649,740,0.2405405405405405,150,143.14696969696968
CVB3_2A_Alvarez,0.2005211442406524,0.1,uniref90,150,Coxsackievirus B3,fitness,0.03350245954577,264507,0.0007220980919219,150,152.22640692640692
CVB3_2A_Alvarez,0.2334044707369844,0.05,uniref90,150,Coxsackievirus B3,fitness,0.0341256678249129,279157,0.000741518213765,150,167.1430735930736
CVB3_2A_Alvarez,0.3726041592810206,0.5,uniref_bfd_mgnify,150,Coxsackievirus B3,fitness,0.0422541357950228,7630,0.1326343381389253,150,565.7319442296612
CVB3_2A_Alvarez,0.3729936227247195,0.3,uniref_bfd_mgnify,150,Coxsackievirus B3,fitness,0.0422541357950228,7631,0.1326169571484733,150,565.7319442296612
CVB3_2B_Alvarez,0.5391878455593794,0.5,uniref100,99,Coxsackievirus B3,fitness,0.0648484336176478,7399,0.1748884984457359,99,613.9999999999989
CVB3_2B_Alvarez,0.5547822040992257,0.3,uniref100,99,Coxsackievirus B3,fitness,0.0648484336176478,7417,0.1744640690306053,99,613.9999999999989
CVB3_2B_Alvarez,0.5534725407904846,0.5,uniref90,99,Coxsackievirus B3,fitness,0.050612477718144,655,0.3221374045801526,99,149.99999999999994
CVB3_2B_Alvarez,0.5683987095385541,0.3,uniref90,99,Coxsackievirus B3,fitness,0.0506124777181439,669,0.3153961136023916,99,149.9999999999999
CVB3_2B_Alvarez,0.243355668375675,0.1,uniref90,99,Coxsackievirus B3,fitness,0.0486897127838892,82415,0.0026087484074501,99,123.99999999999994
CVB3_2B_Alvarez,0.1589457747725373,0.05,uniref90,99,Coxsackievirus B3,fitness,0.0487708458313363,248511,0.0008651528503768,99,124.99999999999991
CVB3_2B_Alvarez,0.1747220272019939,0.04,uniref90,99,Coxsackievirus B3,fitness,0.0474795996544688,188528,0.0011404141559874,99,109.99999999999994
CVB3_2B_Alvarez,0.1634573683842864,0.03,uniref90,99,Coxsackievirus B3,fitness,0.0474795996544688,199583,0.0010772460580309,99,109.99999999999996
CVB3_2B_Alvarez,0.5421414715930609,0.5,uniref_bfd_mgnify,99,Coxsackievirus B3,fitness,0.0650116198825194,7572,0.1765715795034337,99,623.9999999999986
CVB3_2B_Alvarez,0.5535548622340399,0.3,uniref_bfd_mgnify,99,Coxsackievirus B3,fitness,0.0650116198825194,7590,0.1761528326745718,99,623.9999999999991
CVB3_2C_Alvarez,0.4960587185569087,0.5,uniref100,329,Coxsackievirus B3,fitness,0.0161704605674745,9840,0.1142276422764227,329,204.40054541547167
CVB3_2C_Alvarez,0.4831417872260635,0.3,uniref100,329,Coxsackievirus B3,fitness,0.0158648542340189,15478,0.0726192014472154,329,184.84858730952985
CVB3_2C_Alvarez,0.4980052368792234,0.5,uniref90,329,Coxsackievirus B3,fitness,0.0121812577792067,1045,0.1425837320574162,329,55.01653681251805
CVB3_2C_Alvarez,0.4618025278305276,0.3,uniref90,329,Coxsackievirus B3,fitness,0.0117321829406757,2712,0.0553097345132743,329,47.460044445109496
CVB3_2C_Alvarez,0.2374464525689006,0.1,uniref90,329,Coxsackievirus B3,fitness,0.0110667189475454,229788,0.0006832384632791,329,38.12806151523339
CVB3_3A_Alvarez,0.4981165172442428,0.5,uniref100,89,Coxsackievirus B3,fitness,0.0676791864377643,6966,0.1580534022394487,89,412.9999999999988
CVB3_3A_Alvarez,0.5006360747775844,0.3,uniref100,89,Coxsackievirus B3,fitness,0.0676791864377643,6990,0.1575107296137339,89,412.9999999999986
CVB3_3A_Alvarez,0.2810175869530158,0.1,uniref100,89,Coxsackievirus B3,fitness,0.06529371902221,167684,0.0066434483910212,89,333.99999999999875
CVB3_3A_Alvarez,0.2805505287931358,0.05,uniref100,89,Coxsackievirus B3,fitness,0.0620388867175533,335558,0.0033198433653794,89,250.0000000000008
CVB3_3A_Alvarez,0.4555713980447414,0.5,uniref90,89,Coxsackievirus B3,fitness,0.0506838146799646,506,0.2826086956521739,89,91.0
CVB3_3A_Alvarez,0.4290367629559888,0.3,uniref90,89,Coxsackievirus B3,fitness,0.0506838146799646,523,0.2734225621414914,89,91.0
CVB3_3A_Alvarez,0.2475287218095322,0.1,uniref90,89,Coxsackievirus B3,fitness,0.0470747723823193,75996,0.0018948365703458,89,66.00000000000003
CVB3_3A_Alvarez,0.2527586280752297,0.05,uniref90,89,Coxsackievirus B3,fitness,0.0461895939794754,145233,0.0009915101939641,89,60.99999999999999
CVB3_3A_Alvarez,0.2543814519331095,0.04,uniref90,89,Coxsackievirus B3,fitness,0.0465520755774329,168382,0.0008551982991056,89,63.00000000000001
CVB3_3A_Alvarez,0.2456859132241753,0.03,uniref90,89,Coxsackievirus B3,fitness,0.0465520755774329,182026,0.0007910957775262,89,63.00000000000001
CVB3_3A_Alvarez,0.4993015377602892,0.5,uniref_bfd_mgnify,89,Coxsackievirus B3,fitness,0.0678143981182556,7043,0.1591651284963793,89,417.9999999999994
CVB3_3A_Alvarez,0.3638749743359314,0.3,uniref_bfd_mgnify,89,Coxsackievirus B3,fitness,0.0623053645447142,17575,0.0645234708392603,89,256.0000000000008
CVB3_3B_Alvarez,0.5142547745800389,0.5,uniref100,22,Coxsackievirus B3,fitness,0.1129503022630909,9973,0.0885390554497142,22,11.999999999999996
CVB3_3B_Alvarez,0.4513769020344526,0.3,uniref100,22,Coxsackievirus B3,fitness,0.112950302263091,13465,0.0655774229483847,22,12.000000000000028
CVB3_3B_Alvarez,0.3637282357924616,0.1,uniref100,22,Coxsackievirus B3,fitness,0.1129503022630912,107922,0.0084876114230648,22,12.000000000000076
CVB3_3B_Alvarez,0.3269775276050121,0.05,uniref100,22,Coxsackievirus B3,fitness,0.1165886071573424,192157,0.0048189761497109,22,12.999999999999972
CVB3_3B_Alvarez,0.3412679655062845,0.04,uniref100,22,Coxsackievirus B3,fitness,0.1165886071573427,172394,0.0053656159727136,22,13.00000000000004
CVB3_3B_Alvarez,0.4066568695563238,0.03,uniref100,22,Coxsackievirus B3,fitness,0.1129503022630911,143021,0.0064046538620202,22,12.00000000000006
CVB3_3B_Alvarez,0.3385473411037593,0.5,uniref90,22,Coxsackievirus B3,fitness,0.088450461320696,1384,0.0903179190751445,22,7.000000000000003
CVB3_3B_Alvarez,0.2738849319626553,0.3,uniref90,22,Coxsackievirus B3,fitness,0.0884504613206961,2410,0.0518672199170124,22,7.000000000000013
CVB3_3B_Alvarez,0.2534656987952812,0.1,uniref90,22,Coxsackievirus B3,fitness,0.0884504613206961,50453,0.0024775533664995,22,7.000000000000014
CVB3_3B_Alvarez,0.2838833286940374,0.05,uniref90,22,Coxsackievirus B3,fitness,0.0884504613206961,48755,0.0025638396061942,22,7.000000000000015
CVB3_3B_Alvarez,0.2874434326944242,0.04,uniref90,22,Coxsackievirus B3,fitness,0.0884504613206961,48623,0.0025707998272422,22,7.000000000000016
CVB3_3B_Alvarez,0.2839444418843765,0.03,uniref90,22,Coxsackievirus B3,fitness,0.0884504613206961,47940,0.002607425949103,22,7.000000000000016
CVB3_3B_Alvarez,0.3828706535938211,0.5,uniref_bfd_mgnify,22,Coxsackievirus B3,fitness,0.1129503022630907,64369,0.0148207988317357,22,11.999999999999954
CVB3_3C_Alvarez,0.4973009138494776,0.5,uniref100,183,Coxsackievirus B3,fitness,0.0299989239845548,7527,0.1487976617510296,183,242.2095084874504
CVB3_3C_Alvarez,0.5165719034760965,0.3,uniref100,183,Coxsackievirus B3,fitness,0.0300669080126838,11656,0.0960878517501715,183,245.24167828769603
CVB3_3C_Alvarez,0.3819289685307439,0.1,uniref100,183,Coxsackievirus B3,fitness,0.0274763296415118,653341,0.0017142655979036,183,152.65314541859408
CVB3_3C_Alvarez,0.3999104343560651,0.05,uniref100,183,Coxsackievirus B3,fitness,0.0274763296415118,658069,0.0017019491876991,183,152.65314541859402
CVB3_3C_Alvarez,0.4087767653055025,0.04,uniref100,183,Coxsackievirus B3,fitness,0.0274942065812493,658782,0.0017001071674696,183,153.1533649093755
CVB3_3C_Alvarez,0.4087297173361358,0.03,uniref100,183,Coxsackievirus B3,fitness,0.0274763296415118,656903,0.0017049701401881,183,152.65314541859405
CVB3_3C_Alvarez,0.5070200391148031,0.5,uniref90,183,Coxsackievirus B3,fitness,0.0225240203312405,599,0.2404006677796327,183,61.67605207355665
CVB3_3C_Alvarez,0.4969353093482391,0.3,uniref90,183,Coxsackievirus B3,fitness,0.0220561139806472,2118,0.0679886685552408,183,56.61471073729139
CVB3_3C_Alvarez,0.3888522024391663,0.1,uniref90,183,Coxsackievirus B3,fitness,0.0206120611081415,312179,0.0004612738204683,183,43.46722399833859
CVB3_3C_Alvarez,0.3841720196558997,0.05,uniref90,183,Coxsackievirus B3,fitness,0.0206120611081415,320093,0.0004498692567472,183,43.46722399833857
CVB3_3C_Alvarez,0.3863422679905297,0.04,uniref90,183,Coxsackievirus B3,fitness,0.0206120611081415,318864,0.0004516031913292,183,43.46722399833858
CVB3_3C_Alvarez,0.3902319426804719,0.03,uniref90,183,Coxsackievirus B3,fitness,0.0206120611081415,317756,0.0004531779100945,183,43.46722399833857
CVB3_3C_Alvarez,0.4990078322782901,0.5,uniref_bfd_mgnify,183,Coxsackievirus B3,fitness,0.0300903259747439,7789,0.1464886378225703,183,246.2949135269029
CVB3_3D_Alvarez,0.498592589942871,0.5,uniref100,462,Coxsackievirus B3,fitness,0.0132600896745516,13390,0.0745332337565347,462,457.67596313492834
CVB3_3D_Alvarez,0.5012226842679623,0.3,uniref100,462,Coxsackievirus B3,fitness,0.0130703587898755,21505,0.0464078121367123,462,419.26608283035904
CVB3_3D_Alvarez,0.4445442547725303,0.1,uniref100,462,Coxsackievirus B3,fitness,0.0125401773238197,60400,0.0171523178807947,462,328.17989670789893
CVB3_3D_Alvarez,0.362637605611415,0.05,uniref100,462,Coxsackievirus B3,fitness,0.011648068056747,149360,0.0070099089448312,462,217.32793678733344
CVB3_3D_Alvarez,0.3612059257618248,0.04,uniref100,462,Coxsackievirus B3,fitness,0.0116893829518769,160003,0.0065248776585439,462,221.5160226229427
CVB3_3D_Alvarez,0.3757744747803494,0.03,uniref100,462,Coxsackievirus B3,fitness,0.0117132934133906,166623,0.0062416353084508,462,223.97659437234327
CVB3_3D_Alvarez,0.5108080651633287,0.5,uniref90,462,Coxsackievirus B3,fitness,0.0098002213488363,2701,0.0473898556090336,462,92.545670995671
CVB3_3D_Alvarez,0.5137181022370447,0.3,uniref90,462,Coxsackievirus B3,fitness,0.0097700525526893,3691,0.0346789487943646,462,91.26471861471862
CVB3_3D_Alvarez,0.4316899405677527,0.1,uniref90,462,Coxsackievirus B3,fitness,0.0094192078421995,11867,0.0108704811662593,462,77.60827228327231
CVB3_3D_Alvarez,0.3241367416225363,0.05,uniref90,462,Coxsackievirus B3,fitness,0.0092953444675971,50453,0.0028145006243434,462,73.2918300808999
CVB3_3D_Alvarez,0.333530790343244,0.04,uniref90,462,Coxsackievirus B3,fitness,0.0094041068199052,61443,0.0023273603176928,462,77.06870916586723
CVB3_3D_Alvarez,0.3322361968027197,0.03,uniref90,462,Coxsackievirus B3,fitness,0.0094034397394498,67973,0.0021037764994924,462,77.04496092987475
CVB3_POLG_Mattenberger,0.3681686811856798,0.05,uniref90,2185,Coxsackievirus B3,fitness,0.0020778307512216,2246,0.0552092609082813,2185,93.69643967143968
CVB3_POLG_Mattenberger,0.3563465896039098,0.04,uniref90,2185,Coxsackievirus B3,fitness,0.0020832594935926,2273,0.0545534535855697,2185,94.8144660894661
CVB3_POLG_Mattenberger,0.3585848600472316,0.03,uniref90,2185,Coxsackievirus B3,fitness,0.0020838602058128,2249,0.0551356158292574,2185,94.93899711399712
CVB3_VP1_Alvarez,0.3639893608959037,0.5,uniref100,281,Coxsackievirus B3,fitness,0.0145701956700866,20813,0.0115312545043962,281,59.99282569329075
CVB3_VP1_Alvarez,0.3617662391068704,0.3,uniref100,281,Coxsackievirus B3,fitness,0.0146042691255597,20901,0.0114348595760968,281,60.569994142241576
CVB3_VP1_Alvarez,0.3460681695950418,0.1,uniref100,281,Coxsackievirus B3,fitness,0.0140159771905634,33744,0.007201280227596,281,51.34099678118419
CVB3_VP1_Alvarez,0.3087346576879023,0.05,uniref100,281,Coxsackievirus B3,fitness,0.0133715922859786,47681,0.0052222059101109,281,42.83765186602913
CVB3_VP1_Alvarez,0.3287045113174834,0.04,uniref100,281,Coxsackievirus B3,fitness,0.0139222595025844,34866,0.0069695405265875,281,50.00659617496076
CVB3_VP1_Alvarez,0.3411085362687438,0.03,uniref100,281,Coxsackievirus B3,fitness,0.0139952389162657,34352,0.0070738239403819,281,51.04267948833036
CVB3_VP1_Alvarez,0.4076755702942928,0.5,uniref90,281,Coxsackievirus B3,fitness,0.0039096522728402,2139,0.002805049088359,281,3.0
CVB3_VP1_Alvarez,0.4120800467161264,0.3,uniref90,281,Coxsackievirus B3,fitness,0.0039096522728402,2162,0.0027752081406105,281,3.0
CVB3_VP1_Alvarez,0.342894267702462,0.1,uniref90,281,Coxsackievirus B3,fitness,0.0049334318901063,4490,0.0015590200445434,281,4.0
CVB3_VP1_Alvarez,0.2917651213206387,0.05,uniref90,281,Coxsackievirus B3,fitness,0.0057275370549256,8523,0.0010559662090813,281,5.0
CVB3_VP1_Alvarez,0.3182503526300181,0.04,uniref90,281,Coxsackievirus B3,fitness,0.0063763682178934,5239,0.0017178850925749,281,6.0
CVB3_VP1_Alvarez,0.3531172068980435,0.03,uniref90,281,Coxsackievirus B3,fitness,0.0049334318901063,4493,0.0015579790785666,281,4.0
CVB3_VP1_Alvarez,0.3646813305504874,0.5,uniref_bfd_mgnify,281,Coxsackievirus B3,fitness,0.0144645043965396,23777,0.0108087647726794,281,58.23728209226488
CVB3_VP1_Alvarez,0.3620737918559238,0.3,uniref_bfd_mgnify,281,Coxsackievirus B3,fitness,0.0146310455546436,23877,0.0107634962516229,281,61.02745231301259
CVB3_VP3_Alvarez,0.4415835277271525,0.5,uniref100,238,Coxsackievirus B3,fitness,0.0066909804070185,10964,0.0084823057278365,238,4.915794245945047
CVB3_VP3_Alvarez,0.4085955309489213,0.3,uniref100,238,Coxsackievirus B3,fitness,0.0044268170743916,17466,0.0053246307110958,238,2.867906909006581
CVB3_VP3_Alvarez,0.352158212110696,0.1,uniref100,238,Coxsackievirus B3,fitness,0.0088152107769816,60373,0.0016232421777947,238,8.150018237021712
CVB3_VP3_Alvarez,0.3871160358260245,0.05,uniref100,238,Coxsackievirus B3,fitness,0.0085083204876449,65166,0.0014271245741644,238,7.575961515349018
CVB3_VP3_Alvarez,0.3752468517964745,0.04,uniref100,238,Coxsackievirus B3,fitness,0.0063751006080813,62358,0.0014913884345232,238,4.559778030061258
CVB3_VP3_Alvarez,0.3667286782019698,0.03,uniref100,238,Coxsackievirus B3,fitness,0.0063751006080813,80999,0.0011481623229916,238,4.559778030061259
CVB3_VP3_Alvarez,0.4314902149409816,0.5,uniref90,238,Coxsackievirus B3,fitness,0.0037650757334312,1194,0.0050251256281407,238,2.45
CVB3_VP3_Alvarez,0.3940411926638522,0.3,uniref90,238,Coxsackievirus B3,fitness,0.0027335612022737,2933,0.0020456870098874,238,1.9166666666666663
CVB3_VP3_Alvarez,0.3427107027303209,0.1,uniref90,238,Coxsackievirus B3,fitness,0.0070071715149498,9363,0.001495247249813,238,5.3
CVB3_VP3_Alvarez,0.3511115959926449,0.05,uniref90,238,Coxsackievirus B3,fitness,0.0055535959663122,9787,0.0007152344947379,238,3.75
CVB3_VP3_Alvarez,0.3325607901234787,0.04,uniref90,238,Coxsackievirus B3,fitness,0.0087371493347892,9446,0.0019055684946008,238,7.999999999999999
CVB3_VP3_Alvarez,0.3310881889510161,0.03,uniref90,238,Coxsackievirus B3,fitness,0.0087371493347892,9821,0.0018328072497708,238,7.999999999999998
CVB3_VP3_Alvarez,0.4408900520981145,0.5,uniref_bfd_mgnify,238,Coxsackievirus B3,fitness,0.006769357687845,11254,0.0084414430424737,238,5.008353055958215
DENV_POLG_Suphatrakul,0.3433574993116483,0.5,uniref100,900,Dengue virus,fitness,0.0050171044147724,10811,0.2035889371935991,900,91.41357343569736
DENV_POLG_Suphatrakul,0.347456240792491,0.3,uniref100,900,Dengue virus,fitness,0.0050172332956365,10921,0.2015383206666056,900,91.42417736497164
DENV_POLG_Suphatrakul,0.4459037993223049,0.1,uniref100,900,Dengue virus,fitness,0.0049754275337063,11691,0.1883500128303823,900,88.04823420960608
DENV_POLG_Suphatrakul,0.4506655599426013,0.05,uniref100,900,Dengue virus,fitness,0.0050030264246213,11738,0.1875106491736241,900,90.26265257822836
DENV_POLG_Suphatrakul,0.444979077699671,0.04,uniref100,900,Dengue virus,fitness,0.0050032772740408,11809,0.1863832669997459,900,90.28303297932511
DENV_POLG_Suphatrakul,0.4403702614443795,0.03,uniref100,900,Dengue virus,fitness,0.0050135220419021,11692,0.1882483749572357,900,91.11931829492474
DENV_POLG_Suphatrakul,0.4578899148434476,0.5,uniref90,900,Dengue virus,fitness,0.0031883566249066,1295,0.0316602316602316,900,17.628571428571433
DENV_POLG_Suphatrakul,0.4616669737896926,0.3,uniref90,900,Dengue virus,fitness,0.0031883566249066,1303,0.0314658480429777,900,17.628571428571433
DENV_POLG_Suphatrakul,0.5156574242413263,0.1,uniref90,900,Dengue virus,fitness,0.0031234693180466,1420,0.028169014084507,900,16.628571428571433
DENV_POLG_Suphatrakul,0.446230419134633,0.05,uniref90,900,Dengue virus,fitness,0.0031234693180466,1517,0.02636783124588,900,16.628571428571433
DENV_POLG_Suphatrakul,0.510212897980462,0.04,uniref90,900,Dengue virus,fitness,0.0031234693180466,1483,0.0269723533378287,900,16.628571428571433
DENV_POLG_Suphatrakul,0.509771310399401,0.03,uniref90,900,Dengue virus,fitness,0.0031234693180466,1457,0.0274536719286204,900,16.628571428571433
DENV_POLG_Suphatrakul,0.3384130814001287,0.5,uniref_bfd_mgnify,900,Dengue virus,fitness,0.005017152080069,10929,0.2019397932107237,900,91.41749504939688
DENV_POLG_Suphatrakul,0.4590942638652764,0.3,uniref_bfd_mgnify,900,Dengue virus,fitness,0.005017152080069,11052,0.1996923633731451,900,91.41749504939683
DENV_POLG_Suphatrakul,0.450390509373779,0.1,uniref_bfd_mgnify,900,Dengue virus,fitness,0.0049770872087174,11821,0.1867862278995009,900,88.17985079214924
BP434_RPC1_Tsuboyama,0.5527121155171922,0.5,uniref100,61,Enterobacteria phage 434,stability,0.0499102038971053,918385,6.315434158876724e-05,61,21.00000000000003
BP434_RPC1_Tsuboyama,0.5601650413610217,0.5,uniref90,61,Enterobacteria phage 434,stability,0.0263842280726901,467847,1.0687254593916386e-05,61,5.0
BP434_RPC1_Tsuboyama,0.5855807207412946,0.3,uniref90,61,Enterobacteria phage 434,stability,0.0263842280726901,818078,7.334263969939297e-06,61,5.0
EV_CAPSD_Bakhache,0.2469871765316524,0.5,uniref100,862,Enterovirus A species,fitness,0.0037854921252757,8541,0.1460016391523241,862,26.13026476239517
EV_CAPSD_Bakhache,0.2291315489768366,0.3,uniref100,862,Enterovirus A species,fitness,0.0037180457892857,10797,0.1154950449198851,862,24.65440214046732
EV_CAPSD_Bakhache,0.2271883142103529,0.1,uniref100,862,Enterovirus A species,fitness,0.0037377188863093,13290,0.0938299473288186,862,25.0760618522112
EV_CAPSD_Bakhache,0.2284619037477581,0.05,uniref100,862,Enterovirus A species,fitness,0.0037742877587497,13286,0.0938581965979226,862,25.879109184572343
EV_CAPSD_Bakhache,0.2256161735830268,0.04,uniref100,862,Enterovirus A species,fitness,0.0037742877587497,13155,0.0947928544279741,862,25.87910918457236
EV_CAPSD_Bakhache,0.2292810270210848,0.03,uniref100,862,Enterovirus A species,fitness,0.0037731713169159,12865,0.096929654100272,862,25.8542158125057
EV_CAPSD_Bakhache,0.2457514169401232,0.5,uniref90,862,Enterovirus A species,fitness,0.0016082301173084,832,0.0072115384615384,862,4.0
EV_CAPSD_Bakhache,0.2366436716212707,0.3,uniref90,862,Enterovirus A species,fitness,0.0016082301173084,1147,0.005231037489102,862,4.0
EV_CAPSD_Bakhache,0.2286528088418729,0.1,uniref90,862,Enterovirus A species,fitness,0.0016082301173084,2408,0.0024916943521594,862,4.0
EV_CAPSD_Bakhache,0.2196577929323886,0.05,uniref90,862,Enterovirus A species,fitness,0.0018670973462112,2403,0.0029130253849354,862,5.0
EV_CAPSD_Bakhache,0.2232651100338256,0.04,uniref90,862,Enterovirus A species,fitness,0.0018670973462112,2347,0.0029825308904985,862,5.0
EV_CAPSD_Bakhache,0.2210462760797155,0.03,uniref90,862,Enterovirus A species,fitness,0.0018670973462112,2120,0.0033018867924528,862,5.0
EV_CAPSD_Bakhache,0.251197315858425,0.5,uniref_bfd_mgnify,862,Enterovirus A species,fitness,0.0037906812074778,8718,0.1459050240880936,862,26.247406938052183
EV_CAPSD_Bakhache,0.2363143043265898,0.3,uniref_bfd_mgnify,862,Enterovirus A species,fitness,0.0037155909398969,11042,0.115196522369136,862,24.602286608686608
EV_REP_Bakhache,0.3699705087293424,0.5,uniref100,1331,Enterovirus A species,fitness,0.0043551639788202,9519,0.2796512238680533,1331,329.2190240322967
EV_REP_Bakhache,0.3801364365619805,0.3,uniref100,1331,Enterovirus A species,fitness,0.0043502868459905,12250,0.2173061224489796,1331,327.0888321687738
EV_REP_Bakhache,0.3791708434596985,0.1,uniref100,1331,Enterovirus A species,fitness,0.0043899845868564,19030,0.1400945874934314,1331,344.836187388726
EV_REP_Bakhache,0.3837964255171405,0.05,uniref100,1331,Enterovirus A species,fitness,0.0043796688018481,19164,0.1390106449592986,1331,340.13383593525
EV_REP_Bakhache,0.383970653748697,0.04,uniref100,1331,Enterovirus A species,fitness,0.0043793163872743,19189,0.138829537756006,1331,339.9743288788446
EV_REP_Bakhache,0.3841548163754492,0.03,uniref100,1331,Enterovirus A species,fitness,0.0042687813941868,19117,0.1392477899251974,1331,293.4619638066655
EV_REP_Bakhache,0.3899186989928068,0.5,uniref90,1331,Enterovirus A species,fitness,0.0021286351195012,921,0.020629750271444,1331,17.0
EV_REP_Bakhache,0.3875802362082466,0.3,uniref90,1331,Enterovirus A species,fitness,0.0021715790818153,2377,0.0084139671855279,1331,18.0
EV_REP_Bakhache,0.3825690271383375,0.05,uniref90,1331,Enterovirus A species,fitness,0.0021715790818153,2966,0.0067430883344571,1331,18.0
EV_REP_Bakhache,0.3831904632158809,0.04,uniref90,1331,Enterovirus A species,fitness,0.0021715790818153,2964,0.0067476383265856,1331,18.0
EV_REP_Bakhache,0.3851925130234745,0.03,uniref90,1331,Enterovirus A species,fitness,0.0021715790818153,2978,0.0067159167226326,1331,18.0
EV_REP_Bakhache,0.370345130247101,0.5,uniref_bfd_mgnify,1331,Enterovirus A species,fitness,0.0043567922266351,9610,0.277627471383975,1331,329.9332804785949
BPT7_RPOL_Tsuboyama,0.341773597675497,0.5,uniref100,56,Escherichia phage,stability,0.0443733330319285,193,0.1191709844559585,56,12.0
BPT7_RPOL_Tsuboyama,0.168115843876118,0.3,uniref100,56,Escherichia phage,stability,0.0411175909463222,5930,0.0038785834738617,56,10.0
BPT7_RPOL_Tsuboyama,0.0723197589302453,0.1,uniref100,56,Escherichia phage,stability,0.0411175909463222,57607,0.0003992570347353,56,10.0
BPT7_RPOL_Tsuboyama,0.0377510533343479,0.05,uniref100,56,Escherichia phage,stability,0.042819558442828,257742,8.923652334505048e-05,56,11.0
BPT7_RPOL_Tsuboyama,0.0048957536176969,0.04,uniref100,56,Escherichia phage,stability,0.042819558442828,281246,8.177894085604774e-05,56,11.0
BPT7_RPOL_Tsuboyama,0.0185201364922248,0.03,uniref100,56,Escherichia phage,stability,0.042819558442828,260657,8.823856639184829e-05,56,11.0
BPT7_RPOL_Tsuboyama,0.3657432041593124,0.5,uniref90,56,Escherichia phage,stability,0.0196180765833591,90,0.0666666666666666,56,3.0
BPT7_RPOL_Tsuboyama,0.2082046247819133,0.3,uniref90,56,Escherichia phage,stability,0.0196180765833591,3548,0.0016910935738444,56,3.0
BPT7_RPOL_Tsuboyama,0.1335075431663471,0.1,uniref90,56,Escherichia phage,stability,0.0196180765833591,9765,0.0006144393241167,56,3.0
